"plan_id","row_type","change_id","step_id","phase","commit_order","step_order","commit_message","title","spec_refs","doc_refs","instructions","test_methodology","expected_output","dependencies","status","notes"
"2026-01-06_16-42-16-visio-com-rpc-stability","CHANGE","entrypoint-scope-audit","","1","1","","","审计入口与执行线程，确认 GUI/可能的 CLI/测试路径中 COM 调用位置与线程模型，明确需要改动的入口范围。","md2visio.GUI/Program.cs:11,14,25;md2visio.GUI/Forms/MainForm.cs:38-39,620,632;md2visio.GUI/Services/ConversionService.cs:27,78,96;md2visio/Api/Md2VisioConverter.cs:20;md2visio/vsdx/@base/VisioSession.cs:38,47;Services/ConversionService.cs:23,25,73;md2visio/Properties/launchSettings.json:5","plan/2026-01-06_16-42-16-visio-com-rpc-stability.md;design/2026-01-06_16-42-16-visio-com-rpc-stability/entrypoint-scope-audit.md","In-scope: GUI 转换入口、潜在 CLI/测试入口. Out-of-scope: 业务解析逻辑.","仅基于代码检索与项目文件确认入口范围","入口清单包含 GUI 与潜在 CLI/旧路径的明确状态","","Completed","done_at:2026-01-06
tests: rg -n ""static void Main"" -g ""*.cs""; rg -n ""Task.Run"" md2visio.GUI/Services/ConversionService.cs; rg -n ""new VisioSession"" md2visio/Api/Md2VisioConverter.cs
evidence: docs/visio-com-entrypoints.md added with GUI call chain, threading notes, and legacy/CLI status."
"2026-01-06_16-42-16-visio-com-rpc-stability","STEP","entrypoint-scope-audit","entrypoint-scope-audit.01","1","1","1","","md2visio.GUI/Program.cs:11; md2visio.GUI/Forms/MainForm.cs:38; md2visio.GUI/Services/ConversionService.cs:27; md2visio/Api/Md2VisioConverter.cs:20 - 梳理 GUI 启动到转换的调用链，并记录 COM 调用实际发生的层级。","","design/2026-01-06_16-42-16-visio-com-rpc-stability/entrypoint-scope-audit.md","梳理 GUI 启动到转换的调用链，并记录 COM 调用实际发生的层级。
形成 GUI 调用链清单（Program -> MainForm -> ConversionService -> Md2VisioConverter -> VisioSession）。","","","","Completed",""
"2026-01-06_16-42-16-visio-com-rpc-stability","STEP","entrypoint-scope-audit","entrypoint-scope-audit.02","1","1","2","","md2visio.GUI/Services/ConversionService.cs:27; md2visio.GUI/Forms/MainForm.cs:620 - 标注 GUI 转换线程模型（Task.Run/MTA）与 UI 线程回调路径。","","design/2026-01-06_16-42-16-visio-com-rpc-stability/entrypoint-scope-audit.md","标注 GUI 转换线程模型（Task.Run/MTA）与 UI 线程回调路径。
记录当前 COM 调用发生在后台线程。","","","","Completed",""
"2026-01-06_16-42-16-visio-com-rpc-stability","STEP","entrypoint-scope-audit","entrypoint-scope-audit.03","1","1","3","","Services/ConversionService.cs:23; md2visio.GUI/md2visio.GUI.csproj; md2visio/md2visio.csproj - 核查仓库内是否仍存在非 GUI 的转换入口或旧服务文件，并确认是否被编译引用。","","design/2026-01-06_16-42-16-visio-com-rpc-stability/entrypoint-scope-audit.md","核查仓库内是否仍存在非 GUI 的转换入口或旧服务文件，并确认是否被编译引用。
输出“已使用/未使用”的入口列表。","","","","Completed",""
"2026-01-06_16-42-16-visio-com-rpc-stability","STEP","entrypoint-scope-audit","entrypoint-scope-audit.04","1","1","4","","md2visio/Properties/launchSettings.json:5 - 记录是否存在 CLI 调试入口及其用途，决定是否需要纳入 STA 修复范围。","","design/2026-01-06_16-42-16-visio-com-rpc-stability/entrypoint-scope-audit.md","记录是否存在 CLI 调试入口及其用途，决定是否需要纳入 STA 修复范围。
入口范围清单完成并作为后续改动依据。","","","","Completed",""
"2026-01-06_16-42-16-visio-com-rpc-stability","CHANGE","gui-sta-conversion-thread","","1","2","","","在 GUI 转换路径中引入专用 STA 执行线程，替换 Task.Run 的 MTA 线程调用，保证 Visio COM 调用位于 STA。","md2visio.GUI/Services/ConversionService.cs:27;md2visio.GUI/Services/ConversionService.cs:97;md2visio.GUI/Forms/MainForm.cs:620,632;md2visio.GUI/Program.cs:14","plan/2026-01-06_16-42-16-visio-com-rpc-stability.md;design/2026-01-06_16-42-16-visio-com-rpc-stability/gui-sta-conversion-thread.md","In-scope: md2visio.GUI/Services/ConversionService.cs. Out-of-scope: 渲染算法.","启动 GUI，连续执行同一输入文件转换 2 次","转换完成且未出现 RPC 0x800706BA","","Completed","done_at:2026-01-06
tests: dotnet build md2visio.GUI/md2visio.GUI.csproj; pwsh Add-Type md2visio.GUI.dll + ConversionService.ConvertAsync(test.md) x2
evidence: %TEMP%\md2visio-gui-sta-output contains sta-test-1.vsdx and sta-test-2.vsdx."
"2026-01-06_16-42-16-visio-com-rpc-stability","STEP","gui-sta-conversion-thread","gui-sta-conversion-thread.01","1","2","1","","md2visio.GUI/Services/ConversionService.cs:27 - 在 ConversionService 内新增 STA 线程执行包装器（例如 RunOnStaThread），用 Thread + TaskCompletionSource 执行 Convert。","","design/2026-01-06_16-42-16-visio-com-rpc-stability/gui-sta-conversion-thread.md","在 ConversionService 内新增 STA 线程执行包装器（例如 RunOnStaThread），用 Thread + TaskCompletionSource 执行 Convert。
新增方法可在 STA 线程运行并返回 Task<ConversionResult>。","","","","Completed",""
"2026-01-06_16-42-16-visio-com-rpc-stability","STEP","gui-sta-conversion-thread","gui-sta-conversion-thread.02","1","2","2","","md2visio.GUI/Services/ConversionService.cs:27 - 将 ConvertAsync 改为调用 STA 包装器，移除 Task.Run。","","design/2026-01-06_16-42-16-visio-com-rpc-stability/gui-sta-conversion-thread.md","将 ConvertAsync 改为调用 STA 包装器，移除 Task.Run。
文件内不再出现 Task.Run，ConvertAsync 仍返回 Task。","","","","Completed",""
"2026-01-06_16-42-16-visio-com-rpc-stability","STEP","gui-sta-conversion-thread","gui-sta-conversion-thread.03","1","2","3","","md2visio.GUI/Forms/MainForm.cs:620; md2visio.GUI/Forms/MainForm.cs:632 - 确认进度与日志事件仍在后台线程触发时能通过 InvokeRequired 安全更新 UI。","","design/2026-01-06_16-42-16-visio-com-rpc-stability/gui-sta-conversion-thread.md","确认进度与日志事件仍在后台线程触发时能通过 InvokeRequired 安全更新 UI。
UI 回调逻辑保持不变且线程安全。","","","","Completed",""
"2026-01-06_16-42-16-visio-com-rpc-stability","CHANGE","vshapedrawer-shadow-instance","","1","3","","","将 VShapeDrawer.shadow 改为实例成员，MeasureTextSizeMM 使用实例缓存，避免跨会话复用失效 COM 对象。","md2visio/vsdx/@base/VShapeDrawer.cs:12;md2visio/vsdx/@base/VShapeDrawer.cs:198;md2visio/vsdx/@base/VFigureDrawer.cs:8","plan/2026-01-06_16-42-16-visio-com-rpc-stability.md;design/2026-01-06_16-42-16-visio-com-rpc-stability/vshapedrawer-shadow-instance.md","In-scope: md2visio/vsdx/@base/VShapeDrawer.cs. Out-of-scope: 绘制行为.","dotnet build md2visio.sln","编译通过且无静态 shadow 字段","","Completed","done_at:2026-01-06
tests: dotnet build md2visio.sln
evidence: VShapeDrawer shadow field is now instance-scoped (_shadow); no static shadow field remains."
